URL_ID,TITLE,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241027,Enhancing Model Accuracy from 58% to Over 90%: Strategies for Improving Predictive Performance - Blackcoffer Insights,6,6,0.0,0.03351955297899566,17.9,0.2709497206703911,7.268379888268156,17.9,97,358,1.9217877094972067,0,6.128491620111732
Netclan20241028,Securing Sensitive Financial Data with Privacy-Preserving Machine Learning for Predictive Analytics - Blackcoffer Insights,2,2,0.0,0.008403361326883695,19.833333333333332,0.31512605042016806,8.0593837535014,19.833333333333332,150,476,2.033613445378151,5,6.628151260504202
Netclan20241029,Enhancing Data Collection for Research Institutions: Addressing Survey Fatigue and Incorporating Verbal Communication for Richer Insights - Blackcoffer Insights,4,4,0.0,0.02930402919668854,17.0625,0.25274725274725274,6.926098901098901,17.0625,69,273,1.9304029304029304,3,6.366300366300366
Netclan20241030,Analyzing the Impact of Positive Emotions and Pandemic Severity on Mental Health and Resilience Among Entrepreneurs: Insights and Predictive Modeling - Blackcoffer Insights,4,4,0.0,0.028268551136860245,21.76923076923077,0.26501766784452296,8.813699374830117,21.76923076923077,75,283,1.8904593639575973,4,6.392226148409894
Netclan20241031,"Dynamic, Brand-Centric Dashboard for Automotive Dealerships: PDF to Financial Insights with Flask-React Architecture and AWS Cloud Hosting - Blackcoffer Insights",24,24,0.0,0.042818911647797574,17.515625,0.2569134701159679,7.109015388046387,17.515625,288,1121,1.8768956289027654,8,6.184656556645852
Netclan20241032,Cloud-Based Data Modeling and Analysis Platform with Drag-and-Drop Interface and OpenAI API Integration for Simulation Insights - Blackcoffer Insights,1,1,0.0,0.009132420049623653,18.25,0.182648401826484,7.373059360730593,18.25,40,219,1.6666666666666667,0,5.529680365296803
Netclan20241033,Voter Profile Analysis and Search Application for Targeted Campaign Engagement Using Government Voter Data - Blackcoffer Insights,6,6,0.0,0.01734104043736844,20.352941176470587,0.25578034682080925,8.24348860931656,20.352941176470587,177,692,1.846820809248555,14,6.170520231213873
Netclan20241034,BERT-Based Classification of Individuals and Organizations into Two Categories Using Natural Language Processing - Blackcoffer Insights,3,3,0.0,0.052173912589792065,14.375,0.1391304347826087,5.805652173913043,14.375,16,115,1.7217391304347827,2,5.547826086956522
Netclan20241035,Comprehensive Analysis of Solana and Ethereum Contributors Using GitHub API with Comparative Study of 1000 Random GitHub Profiles - Blackcoffer Insights,4,4,0.0,0.03088803076877208,21.583333333333332,0.2084942084942085,8.716731016731016,21.583333333333332,54,259,1.7606177606177607,2,5.749034749034749
Netclan20241036,PowerBI REST API - Fetching Dataflow and Refresh Schedules with semantic models - Blackcoffer Insights,6,6,0.0,0.05063291117876409,16.928571428571427,0.17721518987341772,6.842314647377939,16.928571428571427,42,237,1.7679324894514767,1,6.008438818565401
Netclan20241037,Automated Job Data Import and Management Solution for Enhanced Efficiency - Blackcoffer Insights,1,1,0.0,0.011173184295121876,17.9,0.12849162011173185,7.211396648044692,17.9,23,179,1.5754189944134078,1,5.407821229050279
Netclan20241038,Data Analytics and Optimization Solution for Enhancing Renewable Energy Efficiency - Blackcoffer Insights,2,2,0.0,0.021857923377825557,18.3,0.24043715846994534,7.416174863387979,18.3,44,183,1.9180327868852458,1,6.366120218579235
Netclan20241039,Time Series Analysis and Trend Forecasting Solution for Predicting News Trends - Blackcoffer Insights,2,2,0.0,0.02298850561500859,17.4,0.19540229885057472,7.038160919540229,17.4,34,174,1.7701149425287357,1,6.0
Netclan20241040,"Advanced Data Visualization Solutions for Monitoring Key Business Metrics with Integrated, Interactive Dashboards - Blackcoffer Insights",1,1,0.0,0.012269938575031052,16.3,0.22085889570552147,6.608343558282209,16.3,36,163,1.9325153374233128,1,6.4969325153374236
Netclan20241041,Advanced Patient Data Analysis Solution for Trend Identification and Improved Healthcare Outcome - Blackcoffer Insights,2,2,0.0,0.023255813818280152,17.2,0.22093023255813954,6.968372093023255,17.2,38,172,1.9011627906976745,1,6.412790697674419
Netclan20241042,Anomaly Detection and Analysis for Enhanced Data Integrity and User Experience on Bright Data's Website - Blackcoffer Insights,8,8,0.0,0.08121827369939963,19.7,0.2436548223350254,7.97746192893401,19.7,48,197,1.8172588832487309,1,5.939086294416244
Netclan20241043,Building Custom TFLite Models and Benchmarking on VOXL2 Chips - Blackcoffer Insights,0,0,0.0,0.0,22.1,0.19004524886877827,8.916018099547513,22.1,42,221,1.6923076923076923,1,5.529411764705882
Netclan20241044,Sports Prediction Model for Multiple Sports Leagues - Blackcoffer Insights,2,2,0.0,0.011142061250300666,25.642857142857142,0.17270194986072424,10.326223637087146,25.642857142857142,62,359,1.6852367688022285,0,5.77158774373259
Netclan20241045,Efficient Coach Allocation System for Sports Coaching Organization - Blackcoffer Insights,4,4,0.0,0.023391812797099964,21.375,0.15204678362573099,8.610818713450293,21.375,52,342,1.587719298245614,3,5.251461988304094
Netclan20241046,Data Studio Dashboard with a data pipeline tool synced with Podio using custom Webhooks and Google Cloud Function - Blackcoffer Insights,6,6,0.0,0.02797202790682511,19.5,0.1445221445221445,7.857808857808859,19.5,62,429,1.6293706293706294,0,5.536130536130536
Netclan20241047,AI-Driven Backend for Audio-to-Text Conversion and Analytical Assessment in Pharmaceutical Practice - Blackcoffer Insights,5,5,0.0,0.03378378366964938,16.444444444444443,0.18243243243243243,6.65075075075075,16.444444444444443,54,296,1.722972972972973,1,5.550675675675675
Netclan20241048,Cloud-Based Web Application for Financial Data Processing and Visualization of S&P 500 Metrics - Blackcoffer Insights,13,13,0.0,0.041935483803329864,21.379310344827587,0.25,8.651724137931035,21.379310344827587,155,620,1.9,4,6.393548387096774
Netclan20241049,Department-Wise KPI Tracking Dashboard with Technician Performance Analysis for AtoZ Dependable Service - Blackcoffer Insights,4,4,0.0,0.011379800837297581,25.107142857142858,0.10810810810810811,10.086100386100387,25.107142857142858,76,703,1.4253200568990043,0,4.8193456614509245
Netclan20241050,Steps to Convert a Node.js API to Python for AWS Lambda Deployment - Blackcoffer Insights,6,6,0.0,0.04651162772669912,17.2,0.2248062015503876,6.969922480620155,17.2,58,258,1.8953488372093024,0,6.294573643410852
Netclan20241051,Building an Analytics Dashboard with a PDF Parsing Pipeline for Data Extraction - Blackcoffer Insights,25,25,0.0,0.04180602003193476,11.611650485436893,0.22157190635451504,4.733288956716564,11.611650485436893,265,1196,1.8135451505016722,0,6.044314381270903
Netclan20241052,Building a Real-Time Log File Visualization Dashboard in Kibana - Blackcoffer Insights,19,19,0.0,0.05757575748852158,17.36842105263158,0.16515151515151516,7.013429027113237,17.36842105263158,109,660,1.6515151515151516,1,5.557575757575758
Netclan20241053,Analyzing the Impact of Female CEO Appointments on Company Stock Prices - Blackcoffer Insights,6,6,0.0,0.015727391853568293,16.58695652173913,0.22804718217562253,6.726001481565901,16.58695652173913,174,763,1.7889908256880733,5,5.735255570117955
Netclan20241054,"AI Chatbot using LLM, Langchain, LLama - Blackcoffer Insights",1,1,0.0,0.005665722363553194,25.214285714285715,0.1558073654390935,10.148037231889925,25.214285714285715,55,353,1.6005665722379603,1,5.3201133144475925
Netclan20241055,"Healthcare AI ChatBot using LLAMA, LLM, Langchain - Blackcoffer Insights",3,3,0.0,0.008185538870142511,11.453125,0.0927694406548431,4.618357776261937,11.453125,68,733,1.4379263301500682,25,4.798090040927694
Netclan20241056,AI Bot Audio to audio - Blackcoffer Insights,0,0,0.0,0.0,50.0,0.08,20.032,50.0,4,50,1.46,0,4.72
Netclan20241057,Recommendation Engine for Insurance Sector to Expand Business in the Rural Area - Blackcoffer Insights,1,1,0.0,0.007999999968,31.25,0.164,12.565600000000002,31.25,41,250,1.656,1,5.512
Netclan20241058,Data from CRM via Zapier to Google Sheets (Dynamic) to PowerBI - Blackcoffer Insights,0,0,0.0,0.0,18.666666666666668,0.08928571428571429,7.502380952380953,18.666666666666668,15,168,1.375,3,4.773809523809524
Netclan20241059,Data Warehouse to Google Data Studio (Looker) Dashboard - Blackcoffer Insights,0,0,0.0,0.0,20.1,0.1044776119402985,8.08179104477612,20.1,21,201,1.4825870646766168,8,5.253731343283582
Netclan20241060,"CRM, Monday.com via Zapier to Power BI Dashboard - Blackcoffer Insights",3,3,0.0,0.01923076916913215,14.181818181818182,0.0673076923076923,5.69965034965035,14.181818181818182,21,312,1.3076923076923077,15,4.42948717948718
Netclan20241061,"Monday.com to KPI Dashboard to manage, view, and generate insights from the CRM data - Blackcoffer Insights",7,7,0.0,0.041055718354675315,13.64,0.09970674486803519,5.495882697947215,13.64,34,341,1.3401759530791788,5,4.392961876832844
Netclan20241062,Data Management for a Political SaaS Application - Blackcoffer Insights,3,3,0.0,0.020338982981901753,14.047619047619047,0.16271186440677965,5.684132364810331,14.047619047619047,48,295,1.528813559322034,4,5.216949152542373
Netclan20241063,Google LSA Ads (Google Local Service Ads) – ETL tools and Dashboards - Blackcoffer Insights,1,1,0.0,0.011627906909140076,21.5,0.0755813953488372,8.630232558139536,21.5,13,172,1.441860465116279,0,5.1395348837209305
Netclan20241064,Ad Networks Marketing Campaign Data Dashboard in Looker (Google Data Studio) - Blackcoffer Insights,0,0,0.0,0.0,49.0,0.10204081632653061,19.64081632653061,49.0,5,49,1.469387755102041,0,5.183673469387755
Netclan20241065,Analytical solution for a tech firm - Blackcoffer Insights,2,2,0.0,0.0888888869135803,11.25,0.1111111111111111,4.544444444444444,11.25,5,45,1.6,1,5.377777777777778
Netclan20241066,"AI solution for a Technology, Information and Internet firm - Blackcoffer Insights",0,0,0.0,0.0,15.333333333333334,0.06521739130434782,6.159420289855073,15.333333333333334,3,46,1.4782608695652173,0,5.304347826086956
Netclan20241067,AI and NLP-based Solutions to Automate Data Discovery for Venture Capital and Private Equity Principals - Blackcoffer Insights,1,1,0.0,0.016393442488578342,20.333333333333332,0.1557377049180328,8.195628415300545,20.333333333333332,19,122,1.598360655737705,0,5.729508196721311
Netclan20241068,An ETL solution for an Internet Publishing firm - Blackcoffer Insights,0,0,0.0,0.0,18.76923076923077,0.06147540983606557,7.532282471626735,18.76923076923077,15,244,1.3442622950819672,9,4.528688524590164
Netclan20241069,AI-Based Algorithmic Trading Bot for Forex - Blackcoffer Insights,1,1,0.0,0.03773584834460664,13.25,0.1320754716981132,5.3528301886792455,13.25,7,53,1.6981132075471699,0,5.830188679245283
Netclan20241070,Equity Waterfalls Model-Based SaaS Application for Real Estate Sector - Blackcoffer Insights,3,3,0.0,0.022556390892645148,15.647058823529411,0.12781954887218044,6.309951348960637,15.647058823529411,34,266,1.481203007518797,7,5.003759398496241
Netclan20241071,AI Solutions for Foreign Exchange - An Automated Algo Trading Tool - Blackcoffer Insights,2,2,0.0,0.013245033068725057,27.454545454545453,0.1423841059602649,11.038771824202287,27.454545454545453,43,302,1.5596026490066226,3,5.251655629139073
Netclan20241072,AI agent development and Deployment in Jina AI - Blackcoffer Insights,7,7,0.0,0.09859154860146797,28.4,0.14788732394366197,11.419154929577465,28.4,21,142,1.619718309859155,2,5.366197183098592
Netclan20241073,Golden Record - A knowledge graph database approach to unfold discovery using Neo4j - Blackcoffer Insights,3,3,0.0,0.019607843073176985,23.53846153846154,0.08823529411764706,9.450678733031676,23.53846153846154,27,306,1.411764705882353,11,4.892156862745098
Netclan20241074,Advanced AI for Trading Automation - Blackcoffer Insights,4,4,0.0,0.02476780178090464,16.15,0.11145510835913312,6.504582043343653,16.15,36,323,1.4643962848297214,8,4.869969040247678
Netclan20241075,"Create a Knowledge Graph to Provide Real-time Analytics, Recommendations, and a Single Source of Truth - Blackcoffer Insights",4,4,0.0,0.0799999992,12.5,0.1,5.04,12.5,10,100,1.5,0,5.19
Netclan20241076,Advanced AI for Thermal Person Detection - Blackcoffer Insights,0,0,0.0,0.0,10.25,0.024390243902439025,4.109756097560975,10.25,1,41,1.4390243902439024,1,4.780487804878049
Netclan20241077,Advanced AI for Road Cam Threat Detection - Blackcoffer Insights,2,2,0.0,0.06666666555555557,20.0,0.15,8.06,20.0,9,60,1.6,0,5.2
Netclan20241078,Advanced AI for Pedestrian Crossing Safety - Blackcoffer Insights,3,3,0.0,0.07228915575555234,16.6,0.12048192771084337,6.6881927710843385,16.6,10,83,1.5542168674698795,2,5.0
Netclan20241079,Advanced AI for Handgun Detection - Blackcoffer Insights,0,0,0.0,0.0,10.5,0.16666666666666666,4.266666666666667,10.5,7,42,1.7619047619047619,1,6.119047619047619
Netclan20241080,Using Graph Technology to Create Single Customer View. - Blackcoffer Insights,7,7,0.0,0.1272727261157025,13.75,0.17272727272727273,5.569090909090909,13.75,19,110,1.690909090909091,3,5.536363636363636
Netclan20241081,Car Detection in Satellite Images - Blackcoffer Insights,1,1,0.0,0.00784313722414456,17.0,0.043137254901960784,6.817254901960784,17.0,11,255,1.407843137254902,7,4.7215686274509805
Netclan20241082,Building a Physics-Informed Neural Network for Circuit Evaluation - Blackcoffer Insights,3,3,0.0,0.020408163195890602,17.294117647058822,0.12244897959183673,6.966626650660264,17.294117647058822,36,294,1.5850340136054422,11,5.346938775510204
Netclan20241083,Connecting MongoDB Database to Power BI Dashboard: Dashboard Automation - Blackcoffer Insights,5,5,0.0,0.029761904673327663,21.0,0.06547619047619048,8.426190476190476,21.0,22,336,1.4255952380952381,10,4.919642857142857
Netclan20241084,Data Transformation - Blackcoffer Insights,12,12,0.0,0.05741626780522424,19.0,0.08133971291866028,7.632535885167464,19.0,34,418,1.4354066985645932,11,4.633971291866029
Netclan20241085,"E-commerce Store Analysis - Purchase Behavior, Ad Spend, Conversion, Traffic, etc... - Blackcoffer Insights",1,1,0.0,0.00619195044522616,17.944444444444443,0.09597523219814241,7.216167870657035,17.944444444444443,31,323,1.4427244582043344,14,5.120743034055727
Netclan20241086,KPI Dashboard for Accountants - Blackcoffer Insights,0,0,0.0,0.0,23.636363636363637,0.10384615384615385,9.496083916083917,23.636363636363637,27,260,1.523076923076923,6,5.5115384615384615
Netclan20241087,Return on Advertising Spend Dashboard: Marketing Automation and Analytics using ETL and Dashboard - Blackcoffer Insights,4,4,0.0,0.012232415883436673,19.235294117647058,0.18654434250764526,7.768735384061881,19.235294117647058,122,654,1.694189602446483,6,5.743119266055046
Netclan20241088,Ranking customer behaviours for business strategy - Blackcoffer Insights,2,2,0.0,0.018433179638556774,54.25,0.11059907834101383,21.744239631336406,54.25,24,217,1.4470046082949308,2,4.829493087557604
Netclan20241089,"Algorithmic trading for multiple commodities markets, like Forex, Metals, Energy, etc. - Blackcoffer Insights",0,0,0.0,0.0,20.266666666666666,0.12828947368421054,8.157982456140351,20.266666666666666,39,304,1.5526315789473684,1,5.253289473684211
Netclan20241090,Trading Bot for FOREX - Blackcoffer Insights,1,1,0.0,0.03389830451019823,59.0,0.0847457627118644,23.633898305084745,59.0,5,59,1.3898305084745763,1,4.661016949152542
Netclan20241091,Python model for the analysis of sector-specific stock ETFs for investment purposes - Blackcoffer Insights,2,2,0.0,0.01333333328888889,23.076923076923077,0.12666666666666668,9.281435897435896,23.076923076923077,38,300,1.5266666666666666,4,4.843333333333334
Netclan20241092,Medical Classification - Blackcoffer Insights,2,2,0.0,0.018018017936855774,18.5,0.13963963963963963,7.455855855855856,18.5,31,222,1.6396396396396395,5,5.45045045045045
Netclan20241093,Design & Develop BERT Question Answering model explanations with visualization - Blackcoffer Insights,0,0,0.0,0.0,28.333333333333332,0.1411764705882353,11.389803921568628,28.333333333333332,12,85,1.7411764705882353,2,5.705882352941177
Netclan20241094,Design and develop solution to anomaly detection classification problems - Blackcoffer Insights,5,5,0.0,0.07812499938964844,16.0,0.1640625,6.465625,16.0,21,128,1.71875,5,5.7578125
Netclan20241095,An ETL Solution for Currency Data to Google Big Query - Blackcoffer Insights,12,12,0.0,0.10810810762113465,18.5,0.03153153153153153,7.412612612612612,18.5,7,222,1.3063063063063063,11,4.707207207207207
Netclan20241096,ETL and MLOps Infrastructure for Blockchain Analytics - Blackcoffer Insights,0,0,0.0,0.0,36.142857142857146,0.11857707509881422,14.504573687182384,36.142857142857146,30,253,1.517786561264822,0,5.355731225296442
Netclan20241097,An agent-based model of a Virtual Power Plant (VPP) - Blackcoffer Insights,0,0,0.0,0.0,16.0,0.10416666666666667,6.441666666666667,16.0,5,48,1.5,0,5.104166666666667
Netclan20241098,Transform API into SDK library and widget - Blackcoffer Insights,1,1,0.0,0.012578616273090464,39.75,0.15723270440251572,15.962893081761008,39.75,25,159,1.610062893081761,1,5.226415094339623
Netclan20241099,Integration of a product to a cloud-based CRM platform - Blackcoffer Insights,6,6,0.0,0.05286343589046945,14.1875,0.1145374449339207,5.720814977973569,14.1875,26,227,1.5462555066079295,1,5.2687224669603525
Netclan20241100,A web-based dashboard for the filtered data retrieval of land records - Blackcoffer Insights,3,3,0.0,0.02564102553144861,18.0,0.10683760683760683,7.242735042735044,18.0,25,234,1.5982905982905984,0,5.628205128205129
Netclan20241101,Integration of video-conferencing data to the existing web app - Blackcoffer Insights,0,0,0.0,0.0,23.428571428571427,0.10365853658536585,9.412891986062718,23.428571428571427,17,164,1.524390243902439,0,5.176829268292683
Netclan20241102,Design & develop an app in retool which shows the progress of the added video - Blackcoffer Insights,0,0,0.0,0.0,33.5,0.08955223880597014,13.43582089552239,33.5,6,67,1.4179104477611941,2,4.731343283582089
Netclan20241103,"Auvik, Connectwise integration in Grafana - Blackcoffer Insights",1,1,0.0,0.013071895339399377,17.0,0.0915032679738562,6.836601307189543,17.0,14,153,1.411764705882353,0,5.019607843137255
Netclan20241104,Data integration and big data performance using Elasticsearch - Blackcoffer Insights,1,1,0.0,0.009345794348851428,16.46153846153846,0.11682242990654206,6.631344356578001,16.46153846153846,25,214,1.5046728971962617,2,5.406542056074766
Netclan20241105,Web Data Connector - Blackcoffer Insights,0,0,0.0,0.0,17.77777777777778,0.075,7.141111111111112,17.77777777777778,12,160,1.41875,1,4.89375
Netclan20241106,An app for updating the email id of the user and stripe refund tool using retool - Blackcoffer Insights,1,1,0.0,0.02298850548289074,43.5,0.05747126436781609,17.422988505747124,43.5,5,87,1.4137931034482758,3,4.827586206896552
Netclan20241107,An AI ML-based web application that detects the correctness of text in a given video - Blackcoffer Insights,8,8,0.0,0.08791208742905447,60.666666666666664,0.09340659340659341,24.304029304029303,60.666666666666664,17,182,1.3626373626373627,2,4.824175824175824
Netclan20241108,"Website Tracking and Insights using Google Analytics, & Google Tag Manager - Blackcoffer Insights",2,2,0.0,0.005242463951189431,24.612903225806452,0.1218872870249017,9.893916205132541,24.612903225806452,93,763,1.4836173001310615,3,5.0209698558322415
Netclan20241109,Dashboard to track the analytics of the website using Google Analytics and Google Tag Manager - Blackcoffer Insights,1,1,0.0,0.002525252522064075,24.0,0.12626262626262627,9.650505050505052,24.0,100,792,1.4848484848484849,1,5.029040404040404
Netclan20241110,"Power BI Dashboard on Operations, Transactions, and Marketing, Anaytics",0,0,0.0,0.0,12.0,0.16666666666666666,4.866666666666667,12.0,6,36,1.6944444444444444,0,5.777777777777778
Netclan20241111,"NFT Data Automation (looksrare), and ETL tool - Blackcoffer Insights",3,3,0.0,0.02307692298816568,18.571428571428573,0.05384615384615385,7.450109890109892,18.571428571428573,14,260,1.3307692307692307,3,4.638461538461539
Netclan20241112,Optimize the data scraper program to easily accommodate large files and solve OOM errors - Blackcoffer Insights,2,2,0.0,0.028985507036336906,19.714285714285715,0.07971014492753623,7.917598343685301,19.714285714285715,11,138,1.4492753623188406,2,5.166666666666667
Netclan20241113,Making a robust way to sync data from airtables to mongoDB using python - ETL Solution - Blackcoffer Insights,5,5,0.0,0.03891050568517313,23.363636363636363,0.0933852140077821,9.382808631057658,23.363636363636363,24,257,1.3891050583657587,1,4.712062256809339
Netclan20241114,Incident Duration Prediction - Infrastructure and Real Estate - Blackcoffer Insights,1,1,0.0,0.010638297815753735,20.88888888888889,0.13297872340425532,8.40874704491726,20.88888888888889,25,188,1.6117021276595744,4,5.207446808510638
Netclan20241115,Statistical Data Analysis of Reinforced Concrete - Blackcoffer Insights,2,2,0.0,0.012944983776877075,23.76923076923077,0.1941747572815534,9.58536221060493,23.76923076923077,60,309,1.692556634304207,4,5.553398058252427
Netclan20241116,Database Normalization & Segmentation with Google Data Studio Dashboard Insights - Blackcoffer Insights,0,0,0.0,0.0,12.142857142857142,0.1,4.897142857142857,12.142857142857142,17,170,1.4941176470588236,8,5.135294117647059
Netclan20241117,Power BI dashboard to drive insights from complex data to generate business insights - Blackcoffer Insights,2,2,0.0,0.015267175514247422,17.466666666666665,0.08396946564885496,7.020254452926209,17.466666666666665,22,262,1.3473282442748091,8,4.687022900763359
Netclan20241118,Real-time dashboard to monitor infrastructure activity and Machines - Blackcoffer Insights,1,1,0.0,0.0238095235260771,16.8,0.10714285714285714,6.762857142857143,16.8,9,84,1.5476190476190477,2,5.226190476190476
Netclan20241119,Electric Vehicles (EV) Load Management System to Forecast Energy Demand - Blackcoffer Insights,2,2,0.0,0.01785714277742347,18.666666666666668,0.12946428571428573,7.5184523809523816,18.666666666666668,29,224,1.5357142857142858,7,5.165178571428571
Netclan20241120,Power BI Data-Driven Map Dashboard - Blackcoffer Insights,0,0,0.0,0.0,3.0,0.3333333333333333,1.3333333333333335,3.0,1,3,2.3333333333333335,0,9.333333333333334
Netclan20241121,Google Local Service Ads (LSA) Leads Dashboard - Blackcoffer Insights,3,3,0.0,0.010810810791331872,18.5,0.0936936936936937,7.437477477477478,18.5,52,555,1.428828828828829,3,4.967567567567568
Netclan20241122,AWS Lex Voice and Chatbot - Blackcoffer Insights,0,0,0.0,0.0,19.0,0.08270676691729323,7.633082706766918,19.0,22,266,1.3646616541353382,5,4.68796992481203
Netclan20241123,"MetaBridges API Decentraland Integration - AR, VR - Blackcoffer Insights",2,2,0.0,0.018433179638556774,14.466666666666667,0.11981566820276497,5.834592933947773,14.466666666666667,26,217,1.543778801843318,0,5.359447004608295
Netclan20241124,Microsoft Azure chatbot with LUIS (Language Understanding) - Blackcoffer Insights,0,0,0.0,0.0,17.5,0.09523809523809523,7.038095238095238,17.5,10,105,1.5904761904761904,0,4.961904761904762
Netclan20241125,"Impact of news, media, and press on innovation, startups, and investments - Blackcoffer Insights",4,4,0.0,0.031249999877929688,13.473684210526315,0.06640625,5.416036184210526,13.473684210526315,17,256,1.33984375,8,4.68359375
Netclan20241126,AWS QuickSight Reporting Dashboard - Blackcoffer Insights,3,3,0.0,0.019480519417271042,30.8,0.09740259740259741,12.358961038961041,30.8,30,308,1.3636363636363635,5,4.646103896103896
Netclan20241127,"Google Data Studio Dashboard for Marketing, ads and Traction data - Blackcoffer Insights",2,2,0.0,0.008908685948978428,29.933333333333334,0.09131403118040089,12.009858945805494,29.933333333333334,41,449,1.378619153674833,8,4.788418708240535
Netclan20241128,Gangala.in: E-commerce Big Data ETL / ELT Solution and Data Warehouse - Blackcoffer Insights,2,2,0.0,0.016194331918241572,20.583333333333332,0.03643724696356275,8.247908232118759,20.583333333333332,9,247,1.242914979757085,8,4.421052631578948
Netclan20241129,Big Data solution to an online multivendor marketplace eCommerce business - Blackcoffer Insights,0,0,0.0,0.0,40.142857142857146,0.08185053380782918,16.08988307066599,40.142857142857146,23,281,1.3558718861209964,5,4.765124555160142
Netclan20241130,Creating a custom report and dashboard using the data got from Atera API - Blackcoffer Insights,0,0,0.0,0.0,23.0,0.043478260869565216,9.217391304347826,23.0,2,46,1.3695652173913044,2,4.6521739130434785
Netclan20241131,Azure Data Lake and Power BI Dashboard - Blackcoffer Insights,2,2,0.0,0.025974025805363468,15.4,0.22727272727272727,6.250909090909091,15.4,35,154,1.7857142857142858,0,6.01948051948052
Netclan20241132,Google Data Studio Pipeline with GCP/MySQL - Blackcoffer Insights,2,2,0.0,0.0399999996,25.0,0.07,10.028,25.0,7,100,1.41,1,5.08
Netclan20241133,"QuickBooks dashboard to find patterns in finance, sales, and forecasts - Blackcoffer Insights",0,0,0.0,0.0,27.2,0.1213235294117647,10.928529411764707,27.2,33,272,1.4852941176470589,2,5.150735294117647
Netclan20241134,"Marketing, sales, and financial data business dashboard (Wink Report) - Blackcoffer Insights",0,0,0.0,0.0,15.133333333333333,0.12334801762114538,6.102672540381792,15.133333333333333,28,227,1.5154185022026432,3,5.242290748898679
Netclan20241135,React Native Apps in the Development Portfolio - Blackcoffer Insights,0,0,0.0,0.0,15.0,0.0,6.0,15.0,0,15,1.2666666666666666,0,4.266666666666667
Netclan20241136,"A Leading Law Firm in the USA, Website SEO & Optimization - Blackcoffer Insights",0,0,0.0,0.0,9.333333333333334,0.14285714285714285,3.7904761904761908,9.333333333333334,8,56,1.6071428571428572,0,6.017857142857143
